sentence,sentiment,sentiment_label
"PCB Bancorp (PCB) came out with quarterly earnings of $0.58 per share, missing the Zacks Consensus Estimate of $0.63 per share. This compares to earnings of $0.70 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
"--Dime Community Bancshares, Inc. today announced that the Company expects to release its earnings for the quarter ended December 31, 2022 before the open of the U.S. equity markets on Friday, January 27, 2023. Dime Community Bancshares, Inc. is the holding company for Dime Community Bank, a New York State- chartered trust company with over $12.8 billion in assets...",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"(RTTNews) - MicroCloud Hologram Inc. (HOLO) shares are sliding more than 22 percent on Tuesday morning trade, after reaching the highest point yesterday. The shares have been on a bullish path since December end. There were no corporate announcements on the day to influence the s",1,호재
"Israel's Cognyte Software Ltd won a tender to sell intercept spyware to a Myanmar state-backed telecommunications firm a month before the Asian nation's February 2021 military coup, according to documents reviewed by Reuters.",0,중립
"Fintech Ecosystem Development Corp. announced today that its board of directors has elected to extend the date by which FEXD has to consummate a business combination from January 21, 2023 to April 21, 2023, as permitted under FEXD's Amended and Restated Certificate of Incorporation. The Extension will provide FEXD with additional time to complete its...",0,중립
Fintel reports that Highbridge Capital Management Llc has filed a 13G/A form with the SEC disclosing ownership of 0.00MM shares of FAST Acquisition Corp. II (FZT). This represents 0.0% of the company.,0,중립
"(RTTNews) - Eargo, Inc. (EAR) said its Board has approved a 1-for-20 reverse stock split of the company's common stock. Every 20 shares of the company's issued and outstanding common stock will be automatically reclassified into one share of issued and outstanding common stock.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
"HHG Capital Corporation announced today that the Company made a deposit on January 20, 2023 to the trust account and extended the amount of time it has available to complete a business combination from January 23, 2023 to February 23, 2023, by depositing $0.0333 for each issued and outstanding company ordinary shares issued in the initial public offering...",0,중립
"Fat Projects Acquisition Corp, a special purpose acquisition company, today announced that it has postponed the General Meeting of Shareholders scheduled to occur on January 12, 2023 at 9:30 a.m. EST until January 13, 2023 at 1:00 p.m. EST. On December 30, 2022, FATP filed a Definitive Proxy Statement on Schedule 14 A with respect to the General Meeting to...",0,중립
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"Consumer stocks were ending broadly mixed in Tuesday afternoon trading, with the Consumer Staples Select Sector SPDR Fund (XLP) easing 0.3% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising 0.8%.",0,중립
"Esquire Financial Holdings said on January 26, 2023 that its board of directors declared a regular quarterly dividend of $0.10 per share ($0.40 annualized). Shareholders of record as of February 14, 2023 will receive the payment on March 1, 2023. Previously, the",1,호재
"Fintel reports that First Trust Portfolios has filed a 13G/A form with the SEC disclosing ownership of 9.20MM shares of Morgan Stanley Emerging Markets Domestic Debt Fund, Inc. (EDD). This represents 13.",0,중립
"Health care stocks were ending little changed this afternoon, with the NYSE Health Care Index climbing 0.1% and the Health Care Select Sector SPDR Fund (XLV) ahead less than 0.1%.",0,중립
Consumer stocks were steady pre-bell Wednesday. The Consumer Staples Select Sector SPDR Fund (XLP) and the Consumer Discretionary Select Sector SPDR Fund (XLY) were recently inactive.,0,중립
"--MultiMetaVerse Inc., an animation and entertainment company devoted to establishing an open community for its global users and to providing high-quality and immersive entertainment experiences, and Model Performance Acquisition Corp., a special purpose acquisition company, announced the completion of their business combination.",0,중립
"Investar (ISTR) came out with quarterly earnings of $0.62 per share, missing the Zacks Consensus Estimate of $0.70 per share. This compares to earnings of $0.56 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
Energy stocks were climbing pre-bell Thursday with the Energy Select Sector SPDR Fund (XLE) recently advancing by 0.8%. The United States Oil Fund (USO) was 1.4% higher and the United States Natural Gas Fund (UNG) was up 3.8%.,0,중립
Fintel reports that Gonzalez Luis A has filed a 13G/A form with the SEC disclosing ownership of 9.66MM shares of Mission Produce Inc (AVO). This represents 13.7% of the company.,2,악재
"Red River Bancshares (RRBI) came out with quarterly earnings of $1.42 per share, beating the Zacks Consensus Estimate of $1.28 per share. This compares to earnings of $1.17 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Washington Federal&rsquo;s WAFD first-quarter fiscal 2023 (ended Dec 31, 2022) earnings of $1.16 per share surpassed the Zacks Consensus Estimate of $1.11 per share. The bottom line reflects a year-over-year jump of 63.4%.Results were primarily supported by robust loan balances",0,중립
"Technology stocks were advancing on Monday, with the Technology Select Sector SPDR Fund (XLK) rising 2.8% and the Philadelphia Semiconductor Index 5% higher this afternoon.",0,중립
"Here are three stocks with buy rank and strong momentum characteristics for investors to consider today, January 13th:",1,호재
"Badger Meter (BMI) came out with quarterly earnings of $0.60 per share, in line with the Zacks Consensus Estimate. This compares to earnings of $0.59 per share a year ago. These figures are adjusted for non-recurring items.",0,중립
"Australian shares on Monday rose to their highest in six weeks, amid broad-based gains, after U.S inflation data last week fanned hopes of slower rate hikes by the Federal Reserve.",1,호재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"During the year ended December 31, 2021, Greenwave received 83% of its revenues from one customer. Installing a second automotive shredder at its Carrollton facility which is expected come online during Q1 2023 and double the Company’ s processing capacity while significantly expanding the margins Greenwave realizes on its ferrous products; Utilizing...",1,호재
(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 06.50 A.M. ET).,0,중립
"Northern Technologies (NTIC) came out with quarterly earnings of $0.06 per share, missing the Zacks Consensus Estimate of $0.11 per share. This compares to earnings of $0.08 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,1,호재
Technology stocks were advancing pre-bell Wednesday. The Technology Select Sector SPDR Fund (XLK) rose 0.24% and the iShares Semiconductor ETF (SOXX) was recently advancing by 0.01%.,0,중립
"Fintel reports that Acorn Bioventures, L.p. has filed a 13G form with the SEC disclosing ownership of 3.04MM shares of Cardiff Oncology Inc (CRDF). This represents 6.38% of the company.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 07.30 A.M. ET).,0,중립
"Territorial Bancorp (TBNK) came out with quarterly earnings of $0.39 per share, missing the Zacks Consensus Estimate of $0.44 per share. This compares to earnings of $0.46 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
"Fintel reports that BlackRock Inc. has filed a 13G/A form with the SEC disclosing ownership of 3,054,544 shares of Tennant Company (TNC). This represents 16.4% of the company.",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"""Caravelle benefited from strong fundamentals for the shipping industry in 2022 as shipping rates were attractive and volumes were high. In 2023 Caravelle will also begin using its proprietary technology to dry wood in-transit, using heat from its ships' engines rather than sinking that energy into the ocean. """"I am proud of our teams' accomplishments during...""",1,호재
"Resources Connection (RGP) came out with quarterly earnings of $0.59 per share, beating the Zacks Consensus Estimate of $0.41 per share. This compares to earnings of $0.47 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"First Financial Bankshares (FFIN) came out with quarterly earnings of $0.41 per share, in line with the Zacks Consensus Estimate. This compares to earnings of $0.39 per share a year ago. These figures are adjusted for non-recurring items.",0,중립
"Fintel reports that Franklin Mutual Advisers has filed a 13G/A form with the SEC disclosing ownership of 4.36MM shares of NetScout Systems, Inc. (NTCT). This represents 6.0% of the company.",0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"(RTTNews) - Calyxt, Inc. (CLXT), a plant-based synthetic biology company, and Cibus, a leader in precision gene editing in agriculture, announced Tuesday that both companies have entered into a definitive merger agreement under which Calyxt and Cibus will merge in an all-stock tr",0,중립
"Lakeland Bancorp (LBAI) came out with quarterly earnings of $0.52 per share, beating the Zacks Consensus Estimate of $0.51 per share. This compares to earnings of $0.43 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"First Western (MYFW) came out with quarterly earnings of $0.58 per share, missing the Zacks Consensus Estimate of $0.60 per share. This compares to earnings of $0.57 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
"On December 30, 2022, OceanTech Acquisitions I Corp., a Delaware corporation, caused to be deposited $125,000 into the Company’ s Trust account for its public stockholders, representing $0.067 per public share, allowing the Company to extend the period of time it has to consummate its initial business combination by one month from January 2, 2022 to February 2,...",0,중립
"Health care stocks were mostly lower this Tuesday afternoon, with the NYSE Health Care Index sinking 0.8% while the Health Care Select Sector SPDR Fund (XLV) was down 0.7%.",0,중립
"What happened One of the biggest crypto movers to start this year (and there's a very long list of such tokens) is Aptos (CRYPTO: APT). On a year-to-date basis alone, this cryptocurrency has rocketed more than 350% higher. Today, APT has surged 23.1% over the past 24 hours, as of",1,호재
The following are today's upgrades for Validea's Low PE Investor model based on the published strategy of John Neff. This strategy looks for firms with persistent earnings growth that trade at a discount relative to their earnings growth and dividend yield.OAK VALLEY BANCORP (OVL,1,호재
"(RTTNews) - Baudax Bio, Inc. (BXRX) shares are surging more than 58 percent on Tuesday morning trade after the company announced positive results from the phase 2 double-blind, randomised trial for BX1000 for neuromuscular blockade in patients undergoing elective surgery.",1,호재
"Technology stocks advanced with the broader Tuesday markets, with the Technology Select Sector SPDR Fund (XLK) rising 1.2% and the Philadelphia Semiconductor Index gaining 1.7% this afternoon.",1,호재
(RTTNews) - The following are some of the stocks making big moves in Tuesday's pre-market trading (as of 07.00 A.M. ET).,0,중립
"(RTTNews) - TherapeuticsMD Inc. (TXMD) Tuesday announced that it has completed its previously announced transaction to license its products to Mayne Pharma Group Ltd., an Australian specialty pharmaceutical company.",0,중립
"--Israel Acquisitions Corp today announced the closing of its initial public offering of 14,375,000 units at a price of $10.00 per unit. BTIG, LLC acted as the sole book-running manager for the offering. Copies of the prospectus relating to this offering may be obtained from BTIG, LLC, 65 East 55th Street, New York, NY 10022, or by e-mail at...",0,중립
"Wejo Group Limited, a global leader in Smart Mobility for Good™ cloud and software solutions for connected, electric and autonomous vehicle data, today announced TKB Critical Technologies 1 retained approximately $56.7 million in its trust account after a final shareholder vote to extend the time it has to consummate a business combination to June 29, 2023.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
"Third Coast Bancshares, Inc. (TCBX) came out with quarterly earnings of $0.44 per share, beating the Zacks Consensus Estimate of $0.42 per share. This compares to earnings of $0.03 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
Investors often ask me when it's time to sell a closed-end fund (CEF)--or what to look for in a CEF they should avoid buying in the first place.,0,중립
"Consumer stocks were broadly mixed in Tuesday afternoon trading, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 0.1% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising 0.9%.",2,악재
"The NASDAQ 100 Pre-Market Indicator is up 72.87 to 11,113.22. The total Pre-Market volume is currently 61,028,475 shares traded.The following are the most active stocks for the pre-market session: ProShares UltraPro QQQ (TQQQ) is +0.31 at $17.95, with 4,179,062 shares traded. Th",0,중립
The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,0,중립
Financial stocks were gaining pre-bell Monday with the Financial Select Sector SPDR Fund (XLF) recently advancing by 0.08%. The Direxion Daily Financial Bull 3X Shares (FAS) was up 0.65% and its bearish counterpart Direxion Daily Financial Bear 3X Shares (FAZ) was 0.23% lower.,1,호재
There's a quiet shift happening in closed-end funds (CEFs)--and it's primed to give those who buy now some very nice upside in 2023.,0,중립
"The following are today's upgrades for Validea's Growth Investor model based on the published strategy of Martin Zweig. This strategy looks for growth stocks with persistent accelerating earnings and sales growth, reasonable valuations and low debt.CAPITAL CITY BANK GROUP, INC. (",1,호재
"Here are three stocks with buy rank and strong income characteristics for investors to consider today, January 30th:",1,호재
"""Momentum investing is essentially an exception to the idea of """"buying low and selling high."""" Investors following this style of investing are usually not interested in betting on cheap stocks and waiting long for them to recover. Instead, they believe that """"buying high and""",0,중립
"Health care stocks were trending higher pre-bell Tuesday, with the Health Care Select Sector SPDR Fund (XLV) rising 0.3%. The Vanguard Health Care Index Fund (VHT) was recently inactive.",0,중립
"First Horizon National (FHN) came out with quarterly earnings of $0.51 per share, beating the Zacks Consensus Estimate of $0.50 per share. This compares to earnings of $0.48 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Health care stocks were trending higher Tuesday afternoon, with the NYSE Health Care Index rising 0.5% and the Health Care Select Sector SPDR Fund (XLV) up 0.6%.",0,중립
"Investment in stocks after the analysis of the valuation metrics is considered one of the best practices. When considering valuation metrics, the price-to-earnings ratio has always been the obvious choice. This is because calculations based on earnings are easy and come i",0,중립
"Healthcare stocks added to their Thursday advance, with the NYSE Health Care Index climbing 0.7% and the Health Care Select Sector SPDR Fund (XLV) rising nearly 0.6%.",0,중립
"Fintel reports that Blue Grotto Capital, LLC has filed a 13G/A form with the SEC disclosing ownership of 4.08MM shares of Mitek Systems, Inc. (MITK). This represents 9.1% of the company.",0,중립
Energy stocks were climbing pre-bell Thursday with the Energy Select Sector SPDR Fund (XLE) recently advancing by 0.8%. The United States Oil Fund (USO) was 1.4% higher and the United States Natural Gas Fund (UNG) was up 3.8%.,0,중립
"--StoneBridge Acquisition Corporation, an Asia-Pacific focussed publicly traded special purpose acquisition company, today announced the signing of a binding business combination agreement with DigiAsia Bios Pte Ltd, Indonesia’ s Embeddable‘ Fintech-as-a-Service’ company. Founded in Jakarta in 2017 by Alexander Rusli and Prashant Gokarn, DigiAsia is a...",0,중립
"Fintel reports that BlackRock Inc. has filed a 13G/A form with the SEC disclosing ownership of 2,510,632 shares of PC Connection, Inc. (CNXN). This represents 9.6% of the company.",0,중립
"--Heartland Financial USA, Inc. today reported the following results for the quarter ended December 31, 2022 compared to the quarter ended December 31, 2021:. Net income available to common stockholders of $58.6 million compared to $47.6 million, an increase of $11.1 million or 23%. Earnings per diluted common share of $1.37 compared to $1.12, an increase of...",1,호재
"(RTTNews) - Calyxt, Inc. (CLXT), a plant-based synthetic biology company, and Cibus, a leader in precision gene editing in agriculture, announced Tuesday that both companies have entered into a definitive merger agreement under which Calyxt and Cibus will merge in an all-stock tr",0,중립
"First Western (MYFW) came out with quarterly earnings of $0.58 per share, missing the Zacks Consensus Estimate of $0.60 per share. This compares to earnings of $0.57 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
Fintel reports that BlackRock has filed a 13G/A form with the SEC disclosing ownership of 3.12MM shares of Liberty Latin America Ltd Class A (LILA). This represents 7.1% of the company.,0,중립
"Consumer stocks were ending broadly mixed in Tuesday afternoon trading, with the Consumer Staples Select Sector SPDR Fund (XLP) easing 0.3% and the Consumer Discretionary Select Sector SPDR Fund (XLY) rising 0.8%.",0,중립
"Health care stocks were trending higher pre-bell Tuesday, with the Health Care Select Sector SPDR Fund (XLV) rising 0.3%. The Vanguard Health Care Index Fund (VHT) was recently inactive.",0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,0,중립
TG Therapeutics TGTX shares soared 8.7% in the last trading session to close at $13.12. The move was backed by solid volume with far more shares changing hands than in a normal session. This compares to the stock's 33.2% gain over the past four weeks.,1,호재
Fintel reports that First Trust Portfolios has filed a 13G/A form with the SEC disclosing ownership of 2.22MM shares of John Hancock Hedged Equity &amp; Income Fund (HEQ). This represents 18.22% of the c,0,중립
"In trading on Monday, precious metals shares were relative laggards, down on the day by about 0.8%. Helping drag down the group were shares of i-80 Gold, off about 3.2% and shares of Taseko Mines off about 3% on the day.",0,중립
"The market expects Midland States Bancorp (MSBI) to deliver a year-over-year decline in earnings on higher revenues when it reports results for the quarter ended December 2022. This widely-known consensus outlook is important in assessing the company's earnings picture, b",2,악재
"ExxonMobil has agreed to sell its two-thirds stake in Esso Thailand to Thai energy firm Bangchak Corporation, the companies said in separate statements, in a deal that values the shares at 20.1 billion baht ($603 million).",0,중립
"The NASDAQ 100 Pre-Market Indicator is up 72.87 to 11,113.22. The total Pre-Market volume is currently 61,028,475 shares traded.The following are the most active stocks for the pre-market session: ProShares UltraPro QQQ (TQQQ) is +0.31 at $17.95, with 4,179,062 shares traded. Th",0,중립
"""Momentum investing is essentially the opposite of the tried-and-tested Wall Street adage -- """"buy low and sell high."""" Investors following this investing style typically avoid betting on cheap stocks and waiting long for them to recover. They believe instead that one could""",0,중립
"Fintel reports that First Trust Portfolios Lp has filed a 13G/A form with the SEC disclosing ownership of 2.21MM shares of Dreyfus Municipal Income Fund, Inc. (DMF). This represents 10.66% of the company",0,중립
Investors interested in Retail - Apparel and Shoes stocks are likely familiar with a.k.a. Brands (AKA) and Kering SA (PPRUY). But which of these two stocks is more attractive to value investors? We'll need to take a closer look to find out.,0,중립
"Fintel reports that Hoak Public Equities, LP has filed a 13D/A form with the SEC disclosing ownership of 1,150,000 shares of Natural Gas Services Group, Inc. (NGS). This represents 9.2563% of the company.",0,중립
"Technology stocks pared most of their prior losses Wednesday afternoon, with the Technology Select Sector SPDR Fund (XLK) falling 0.3% while the Philadelphia Semiconductor Index was edging 0.1% higher.",2,악재
"Ashford (AINC) closed at $13.35 in the latest trading session, marking a -0.37% move from the prior day. This change was narrower than the S&amp;P 500's 1.17% loss on the day. Elsewhere, the Dow lost 1.02%, while the tech-heavy Nasdaq lost 2.45%.",2,악재
"Energy stocks were mixed this afternoon, with the NYSE Energy Sector Index rising 0.4% compared with a 0.6% decline for the Energy Select Sector SPDR Fund (XLE).",2,악재
_,0,중립
"Picking bargain stocks that have a low price-to-earnings (P/E) ratio is a common phenomenon. The perception is that the lower the P/E, the higher will be the value of the stock. This inference is drawn on the simple logic that a stock&rsquo;s current market price does not justi",1,호재
(RTTNews) - The following are some of the stocks making big moves in Thursday's pre-market trading (as of 07.10 A.M. ET).,0,중립
"Consumer stocks were ending broadly mixed with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 0.2%, while the Consumer Discretionary Select Sector SPDR Fund (XLY) rose 2.6%.",2,악재
"The proven Zacks Rank system focuses on earnings estimates and estimate revisions to find winning stocks. Nevertheless, we know that our readers all have their own perspectives, so we are always looking at the latest trends in value, growth, and momentum to find strong pi",1,호재
"Fintel reports that First Trust Portfolios Lp has filed a 13G/A form with the SEC disclosing ownership of 4,008,255 shares of Templeton Emerging Markets Income Fund (TEI). This represents 8.41% of the co",0,중립
"Bargain hunters are wise to pay careful attention to insider buying, because although there are many various reasons for an insider to sell a stock, presumably the only reason they would use their hard-earned dollars to make a purchase, is that they expect to make money. Today",1,호재
Fintel reports that Schwab Gary S. has filed a 13G/A form with the SEC disclosing ownership of 0.26MM shares of IF Bancorp Inc (IROQ). This represents 7.73% of the company.,0,중립
"The proven Zacks Rank system focuses on earnings estimates and estimate revisions to find winning stocks. Nevertheless, we know that our readers all have their own perspectives, so we are always looking at the latest trends in value, growth, and momentum to find strong pi",1,호재
The market expects Oaktree Specialty Lending (OCSL) to deliver a year-over-year increase in earnings on higher revenues when it reports results for the quarter ended December 2022. This widely-known consensus outlook is important in assessing the company's earnings pictur,1,호재
"Entera Bio Ltd. (ENTX) closed at $0.95 in the latest trading session, marking no change from the prior day. This change was narrower than the S&amp;P 500's 0.02% loss on the day. Elsewhere, the Dow gained 0.03%, while the tech-heavy Nasdaq added 5.44%.",1,호재
Fintel reports that Franklin Resources has filed a 13G form with the SEC disclosing ownership of 4.78MM shares of Applied Therapeutics Inc (APLT). This represents 9.9% of the company.,0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
"Consumer stocks were broadly lower in Wednesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.1% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping nearly 1%.",2,악재
"Graphite Bio, Inc. (GRPH) has been on a downward spiral lately with significant selling pressure. After declining 39.6% over the past four weeks, the stock looks well positioned for a trend reversal as it is now in oversold territory and there is strong agreement among Wa",1,호재
"HBT Financial said on January 24, 2023 that its board of directors declared a regular quarterly dividend of $0.17 per share ($0.68 annualized). Shareholders of record as of February 6, 2023 will receive the payment on February 14, 2023. Previously, the company pa",1,호재
"Selina Hospitality PLC, the fast-growing experiential hospitality brand targeting millennial and Gen Z travelers, announced it will host the second edition of the Mindful Drinking Fest on January 21, 2023 held in the Selina Union Market hotel in Washington, D.C.. The event begins at 3 p.m. with a grand tasting that includes local, national, and international...",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
_,0,중립
"Precision Optics Corporation, Inc., a leading designer and manufacturer of advanced optical instruments for the medical and defense industries, today announced the receipt of a follow-on production order totaling approximately $2.3 million from a large medical device company for an otoscopy application to meet enhanced demand for the product.",0,중립
"Energy stocks extended their declines during Monday afternoon trading, with the NYSE Energy Sector Index falling 1.8% and the Energy Select Sector SPDR Fund (XLE) down 2.2%. The Philadelphia Oil Service Sector index was retreating by 1.0%, and the Dow Jones US Utilities Index wa",2,악재
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
Fintel reports that Franklin Resources has filed a 13G/A form with the SEC disclosing ownership of 1.37MM shares of Kezar Life Sciences Inc (KZR). This represents 2.0% of the company.,0,중립
"The following are the top rated Basic Materials stocks according to Validea's Book/Market Investor model based on the published strategy of Joseph Piotroski. This value-quant strategy screens for high book-to-market stocks, and then separates out financially sound firms by lookin",0,중립
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,0,중립
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
Investors interested in Finance stocks should always be looking to find the best-performing companies in the group. Has Arlington Asset Investment (AAIC) been one of those stocks this year? By taking a look at the stock's year-to-date performance in comparison to its Fina,0,중립
"Edwards Lifesciences Corporation EW is expected to report fourth-quarter 2022 results on Jan 25, 2023.",0,중립
"Consumer stocks were broadly lower in Wednesday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) dropping 2.1% and the Consumer Discretionary Select Sector SPDR Fund (XLY) slipping nearly 1%.",2,악재
"Technology stocks were little changed on Tuesday, with the Technology Select Sector SPDR Fund (XLK) rising 0.2% while the Philadelphia Semiconductor Index was dropping 0.7%.",2,악재
Here are three stocks added to the Zacks Rank #5 (Strong Sell) List today:,1,호재
"Community West Bancshares (CWBC) came out with quarterly earnings of $0.38 per share, beating the Zacks Consensus Estimate of $0.37 per share. This compares to earnings of $0.33 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"Consumer stocks were ending broadly lower in Thursday trading, with the Consumer Staples Select Sector SPDR Fund (XLP) sliding 0.9% and the Consumer Discretionary Select Sector SPDR Fund (XLY) sinking 1.7%.",0,중립
"“There has been a lot of buzz surrounding our debut in New Mexico,” said Jenn Johnston, President of FAT Brands’ Quick-Service Division.“ From locals excited to get a taste of their first Great American Cookies experience to fans who grew up with the brand elsewhere looking to relive the nostalgia, the anticipation of our arrival has been nothing short of amazing.",0,중립
Fintel reports that Highbridge Capital Management Llc has filed a 13G/A form with the SEC disclosing ownership of 0.00MM shares of Maquia Capital Acquisition Corporation Class A (MAQC). This represents 0,0,중립
"Grupo Aeroportuario del Sureste (ASR) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). This upgrade primarily reflects an upward trend in earnings estimates, which is one of the most powerful forces impacting stock prices.",1,호재
"Milestone Pharmaceuticals (MIST) appears an attractive pick, as it has been recently upgraded to a Zacks Rank #2 (Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change.",1,호재
The Fintel Insider Sentiment quant model identifies US stocks that have experienced significant insider buying activity over the last 90 days.,0,중립
"In trading on Tuesday, shares of Enanta Pharmaceuticals Inc (Symbol: ENTA) crossed above their 200 day moving average of $52.22, changing hands as high as $52.38 per share. Enanta Pharmaceuticals Inc shares are currently trading up about 4.8% on the day. The chart below shows",0,중립
"BCM's record inflows represents a notable 92% year-over-year increase from 2021' s record sales driven by strong sales of over $3.8 billion in Bluerock's flagship interval fund, Bluerock Total Income+ Real Estate Fund, up 164% year-over-year, 1 the successful launch of the Company's industrial REIT, Bluerock Industrial Growth REIT, and continued strong...",1,호재
"Matthews International (MATW) came out with quarterly earnings of $0.53 per share, beating the Zacks Consensus Estimate of $0.49 per share. This compares to earnings of $0.74 per share a year ago. These figures are adjusted for non-recurring items.",1,호재
"UnitedHealth Group Incorporated UNH has reported fourth-quarter 2022 adjusted earnings of $5.34 per share, which beat the Zacks Consensus Estimate of $5.17 and our estimate of $5.13. The bottom line improved from $4.48 per share reported a year ago.",1,호재
"For Immediate ReleaseChicago, IL &ndash; January 26, 2023 &ndash; Stocks in this week&rsquo;s article are Navios Maritime Partners L.P. NMM, Hewlett Packard Enterprise Co. HPE, Aegon N.V. AEG, Cowen Inc. COWN and Sanofi SNY.",1,호재
"Thoma Bravo will buy Canadian software firm Magnet Forensics Inc in a C$1.8 billion ($1.34 billion) deal, the company said on Friday, as the private equity firm bolsters its cybersecurity portfolio to tap into rising demand.",0,중립
"The following companies are expected to report earnings prior to market open on 01/30/2023. Visit our Earnings Calendar for a full list of expected earnings releases.Franklin Resources, Inc. (BEN)is reporting for the quarter ending December 31, 2022. The finance/investment manag",0,중립
"--Oxford Lane Capital Corp. announced today that it will hold a conference call to discuss its third fiscal quarter earnings on Friday, January 27, 2023 at 9:00 AM ET. About Oxford Lane Capital Corp.. Oxford Lane Capital Corp. is a publicly-traded registered closed-end management investment company principally investing in debt and equity tranches of...",0,중립
"First Financial Northwest (FFNW) came out with quarterly earnings of $0.35 per share, missing the Zacks Consensus Estimate of $0.38 per share. This compares to earnings of $0.29 per share a year ago. These figures are adjusted for non-recurring items.",2,악재
"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",0,중립
(RTTNews) - The following are some of the stocks making big moves in Monday's pre-market trading (as of 07.35 A.M. ET).,0,중립
"What happened Shares of biotech BioVie (NASDAQ: BIVI) rose 15.3% in December, according to data provided by S&amp;P Global Market Intelligence. The stock closed November at $6.74 a share. It climbed to as high as $14.38 on Dec. 16, before closing the month at $7.77.",0,중립
"On 1/19/23, Gladstone Commercial Corp's 7.50% Series B Cumulative Redeemable Preferred Stock (Symbol: GOODO) will trade ex-dividend, for its monthly dividend of $0.125, payable on 1/31/23. As a percentage of GOODO's recent share price of $20.70, this dividend works out to appr",0,중립
"The U.S. Food and Drug Administration said on Thursday it does not intend to make any new guidance on the use of the popular cannabis compound CBD in food and supplements, saying the United States needs to develop a new framework to ensure its safe use.",0,중립
"Health care stocks turned moderately higher Friday afternoon, with the NYSE Health Care Index rising 0.3% and the Health Care Select Sector SPDR Fund (XLV) gaining 0.5%.",1,호재
(RTTNews) - The following are some of the stocks making big moves in Wednesday's pre-market trading (as of 06.45 A.M. ET).,0,중립
(RTTNews) - The following are some of the stocks making big moves in Friday's pre-market trading (as of 07.40 A.M. ET).,0,중립
"In trading on Monday, shares of Korea Electric Power Corp (Symbol: KEP) crossed above their 200 day moving average of $7.99, changing hands as high as $8.00 per share. Korea Electric Power Corp shares are currently trading up about 0.9% on the day. The chart below shows the o",0,중립
Silence Therapeutics PLC Sponsored ADR (SLN) could be a solid choice for investors given its recent upgrade to a Zacks Rank #1 (Strong Buy). An upward trend in earnings estimates -- one of the most powerful forces impacting stock prices -- has triggered this rating change,1,호재
"The following companies are expected to report earnings prior to market open on 02/01/2023. Visit our Earnings Calendar for a full list of expected earnings releases.Thermo Fisher Scientific Inc (TMO)is reporting for the quarter ending December 31, 2022. The medical instruments",0,중립
"""Momentum investors typically don't time the market or """"buy low and sell high."""" In other words, they avoid betting on cheap stocks and waiting long for them to recover. Instead, they believe that """"buying high and selling higher"""" is the way to make far more money in lesser""",0,중립
